phonemes,graphemes
kōnēōgramē,coniogramme
pōp,pope
sprükər,spruiker
impyüt,impute
dau̇nkəm,downcome
emigrā,émigré
pichē,pitchi
plīənt,pliant
magnanəməs,magnanimous
südan,sudan
trīfōlēət,trifoliate
kīak,kyack
ampəl,ample
thəndərāshən,thunderation
tərübēə,torrubia
fəŋkshənərizəm,functionarism
ifemərəd,ephemerid
shərē,hashery
gənēsak,gunnysack
rās,race
frȯgī,frogeye
el,l
jiŋgōizəm,jingoism
swer,swear
sterēäləjē,stereology
fiŋgərbȯrd,fingerboard
mīkrōspəranj,microsporange
kənäkwəs,canacuas
get,get
flītiŋ,flyting
jinjəvītəs,gingivitis
īdentətē,identity
kərē,curry
infrəmamərē,inframammary
litər,litter
brōkərij,brokerage
mīkrəfōtämətər,microphotometer
bag,bag
difikəltē,difficulty
nänzirō,nonzero
paswərd,password
kȯrk,cork
pämpēən,pompion
äktənȯl,octanol
prōtəgän,protagon
sip,sip
hȯrsplāər,horseplayer
tilt,tilt
bihüvfəl,behooveful
stakfrēd,stackfreed
klärk,clarke
aflüəntsē,affluency
əsərshən,assertion
ləvlē,lovely
pənachəlāshēə,pennatulacea
igzüd,exude
risəsətāt,resuscitate
virizəm,verism
apədə,apoda
därn,darn
aktinik,actinic
hänəmənizəm,hahnemannism
īyəkəwētā,ayacahuite
rōzlə̇s,roseless
jepərdīz,jeopardize
hwimpər,whimper
mäŋgəlȯid,mongoloid
häməlōnōtəs,homalonotus
rȯkəs,raucous
kȯrpərātiv,corporative
implüvēəm,impluvium
bälü,bhalu
kriŋgəl,cringle
əndərtākər,undertaker
sentȯrōmakēə,centauromachia
kȯrnetō,cornetto
intwist,entwist
āgaməgläbyələnēmēə,agammaglobulinemia
bānyā,beignet
infȯrsər,enforcer
spatərdäk,spatterdock
agnəthəs,agnathous
ärthrästrəkə,arthrostraca
pänsīrəs,poncirus
pendə̇kəl,pendicle
spənjē,spongy
jemstōn,gemstone
wis,wis
təmē,tummy
səbdisəplən,subdiscipline
shənpīk,shunpike
səbklan,subclan
əkwīər,acquire
filisətāt,felicitate
känkamərāshən,concameration
richməndēnə,richmondena
imbreks,imbrex
lətrēn,latrine
mədərnətē,modernity
särgasō,sargasso
knēmik,cnemic
merē,mary
kōənshu̇r,coinsure
dīpīər,dipyre
flākē,flaky
wächəbəl,watchable
antikthän,antichthon
krüth,crwth
dīəbetik,diabetic
äfthalmītəs,ophthalmitis
əkräfənē,acrophony
səpänəfīəbəl,unsaponifiable
nisesətē,necessity
hwithər,whither
närē,knarry
səbmandibyələr,submandibular
penthestēz,penthestes
sīkləmən,cyclamin
drəŋkərd,drunkard
strōmȧtik,monostromatic
dīəsterēōmər,diastereomer
fləmər,flummer
nänəristəkratik,nonaristocratic
jimnəkärpəs,gymnocarpous
dālēə,dalea
bāmən,bayman
zistəs,xystus
tərətəd,turreted
sentrē,sentry
inrich,enrich
gir,gear
estəvāt,estivate
hitlər,hitler
fōtōimishən,photoemission
akseptəlāt,acceptilate
inrejəstər,enregister
pərünēə,pareunia
ignərənts,ignorance
seməfȯr,semaphore
kədastər,cadastre
fȯrchnət,fortunate
infəntrē,infantry
fəlandərər,philanderer
yəgwäsə,yaguaza
tempərerē,temporary
skiŋkər,skinker
ilektrōmīəgraf,electromyograph
parəkōnəd,paraconid
sēbüt,seaboot
lēgəlīz,legalize
sentəmentalətē,sentimentality
gastrəpäd,gastropod
əpȯrshənmənt,apportionment
trantsishnəl,transitional
kənfeshən,confession
asətōnilasətōn,acetonylacetone
gel,gell
dīdaktik,didactic
tərnāt,ternate
pentärk,pentarch
bəlōtə,bellota
lithätəməst,lithotomist
märlənspīk,marlinespike
stärv,starve
trīmər,trimer
thīrōtäksəkōsəs,thyrotoxicosis
rēərest,rearrest
michelə,mitchella
mau̇thwȯsh,mouthwash
pemikən,pemmican
astirēātəd,asteriated
wājd,waged
fu̇tbrij,footbridge
sävərəntē,sovereignty
det,debt
wərsər,worser
mandəbəl,mandible
pärthenəpē,parthenope
änwēyā,ennuyé
reb,reb
grim,grimm
fyüksən,fuchsin
pärtāk,partake
häpskäch,hopscotch
narāshən,narration
brakifāshəl,brachyfacial
päshēübə,paxiuba
üthər,uther
pərəkyüt,peracute
səbȯrdənət,subordinate
ragwərt,ragwort
pətärd,petard
mächō,macho
mīkrōklīmət,microclimate
sentrik,centric
myüzikal,musicale
ȯrbət,orbit
äləvēn,olivine
klirsītəd,clearsighted
wȯnt,wont
nətᵊlīəsə̇s,nuttalliasis
thīənᵊl,thionyl
īəl,isle
vəlüt,volute
lōkwənts,loquence
yüpətōrēāshəs,eupatoriaceous
fragmentᵊl,fragmental
plirōm,plerome
imbälm,embalm
dikapədə,decapoda
tükülər,tukulör
rēpach,repatch
ənhīfənātəd,unhyphenated
fratərnīz,fraternize
ənplezᵊntnəs,unpleasantness
siləsīd,silicide
īōdəmərkyərə̇t,iodomercurate
dyütēd,dutied
ülän,uhlan
elēatik,eleatic
kīmənantthəs,chimonanthus
segrigāt,segregate
prōtōhistərē,protohistory
tinē,tinny
ethklȯrvənȯl,ethchlorvynol
fətäg,photog
nänfənantshəl,nonfinancial
stīən,stion
räŋkəs,rhonchus
nänrēaktər,nonreactor
sanz,sans
lakrəməl,lachrymal
lüsē,lucy
fȯnyül,faunule
mȯrəbənd,moribund
gandə,ganda
rālrōdiŋ,railroading
bȯkäk,bawcock
nəntsēō,nuncio
amfəgänik,amphigonic
balizəm,ballism
hīpätənüs,hypotenuse
məsəl,muscle
dōzē,dozy
nebyələ,nebula
pōətastər,poetaster
trikənelə,trichinella
nävəlīz,novelize
petəsītēz,petasites
nüklēōsintthəsəs,nucleosynthesis
kərish,currish
pəstash,pistache
kaprəlāt,caprylate
ärtirēōspazəm,arteriospasm
erätə,errata
mȯist,moist
rifyüzəl,refusal
fənēmiks,phonemics
mərsənerē,mercenary
kalikəl,calycle
adstipyəlāt,adstipulate
bakəlȯrēət,baccalaureate
yen,yen
heksəstīläs,hexastylos
kənflāt,conflate
valyü,value
au̇tkrī,outcry
inherətəbəl,inheritable
bətütə,battuta
limpfətizəm,lymphatism
təch,touch
bībəlist,biblist
rimand,remand
südäskəpē,pseudoscopy
rēyüz,reuse
astrȯid,astroid
ju̇rəmənt,jurament
kanvəs,canvass
intərtrijənəs,intertriginous
kəmēdēəl,comedial
klasəfīd,classified
klȯrəfȯrm,chloroform
ənbərdᵊnd,unburdened
bəläwə,balawa
ōvərlōd,overload
revrənt,reverent
kemərərīt,kämmererite
fyüdərē,feodary
kəmpyütə̇st,computist
də̇sävə,dissava
drüpāshəs,drupaceous
əndīd,undyed
wālfəl,wailful
nänintərsektiŋ,nonintersecting
ripōzəl,reposal
bärbichərizəm,barbiturism
skwäsh,squash
märənyārō,marinheiro
jə̇lēnēə,gillenia
lafəbəl,laughable
byütərämətər,butyrometer
pōrägəmē,porogamy
dümä,dumas
pəmōnə,pomona
fōsəs,phocis
äpsənən,opsonin
päḵpu̇lük,pakhpuluk
kantütə,cantuta
kōkanē,kokanee
snüp,snoop
lȯŋsəm,longsome
kibəl,kibble
slȯth,sloth
krüsādō,crusado
sēm,seme
əntəcht,untouched
sāpər,sapor
pandənāsēē,pandanaceae
tritēəm,tritium
mastaks,mastax
līttīt,lighttight
läbstəriŋ,lobstering
inbȯrd,inboard
mislābəl,mislabel
käkəp,cockup
ōmegȯid,omegoid
trȯmə,trauma
pərtikyələrīz,particularize
ikthēōsefəlī,ichthyocephali
brōmēlēāsēē,bromeliaceae
ȯrdərd,ordered
slīs,slice
yünikamrəl,unicameral
skənər,scunner
splətərē,spluttery
miskrēāt,miscreate
rāsēmāt,racemate
kōplānər,coplanar
flīəbilətē,flyability
mäksə,moxa
klem,clem
litənē,litany
pästə̇l,postil
mōtᵊl,motile
frag,frag
nänīdēəläjikəl,nonideological
gāl,gael
wēknəs,weakness
tȯrchər,torcher
ōlēämətər,oleometer
səpȯrtər,supporter
kärdnələt,cardinalate
māsər,macer
ōjijēən,ogygian
vizhənerē,visionary
au̇tsōl,outsole
mōtərkär,motorcar
nänpləs,nonplus
snath,snath
ərbān,urbane
vakyüətē,vacuity
brōmō,bromo
metrəzȯl,metrazol
thimbəlrig,thimblerig
skrüj,scrooge
ərijənalətē,originality
ärkidīakənᵊl,archidiaconal
rekəniŋ,reckoning
təchiŋ,touching
kälərē,collery
inkyünəbəl,incunable
dābüshā,débouché
īatrik,iatric
süprə,supra
limbāshən,limbation
kənkəshən,concussion
wīər,wire
pentastə̇kəs,pentastichous
vāgrənt,vagrant
plu̇rəl,plural
tüm,toom
səbbāsmənt,subbasement
spīnāləs,semispinalis
yələr,tegular
rōkə,roka
blədmōbēl,bloodmobile
ōpəlesk,opalesque
granyələr,granular
bədēkä,bedikah
indəvizəbəl,indivisible
klȯrəlōs,chloralose
epədərmȯid,epidermoid
stərnīt,sternite
ägrāzhā,agrégé
säkəlävə,sakalava
skərilətē,scurrility
lazərōnē,lazzarone
anərōbik,anaerobic
īōpnər,eyeopener
āpikəl,apical
fīəl,phial
ənvȯist,unvoiced
jīəntship,giantship
invəkāshən,invocation
dēstigmətīz,destigmatize
desəmāt,decimate
peləlēü,peleliu
ȯiəlbərd,oilbird
enkōmēendə,encomienda
nüspēk,newspeak
yünətiv,unitive
kwak,couac
siklē,sickly
sau̇ndləs,soundless
shēt,sheet
ärtəfəs,artifice
pȯrtərij,porterage
düdᵊlsak,dudelsack
kȯch,cauch
templər,templar
pərspəkāshəs,perspicacious
terədäfətə,pteridophyta
nə̇kəl,organical
ifē,iffy
tsinvältīt,zinnwaldite
äzmämətər,osmometer
swüp,swoop
ə̇kwivəkəsē,equivocacy
pərisəd,perissad
fōkämələs,phocomelus
krestäməthē,chrestomathy
gestəmət,guesstimate
hīdrärjirēə,hydrargyria
bōgē,bogey
sȯrbīt,sorbite
kənsēv,conceive
ə̇nträdə,intrada
apəsīəpēsəs,aposiopesis
kägnāshən,cognation
taŋäntäŋän,tangantangan
primyəlīnəs,primulinus
fikshər,fixure
əvər,aver
käkbel,cockbell
kənglämrət,conglomerate
färȯf,faroff
razmətaz,razzmatazz
mīkrōpīpet,micropipette
käləkāt,collocate
ədȯrəbəl,adorable
ȯrikyəlaarē,auriculare
iksperəmənt,experiment
ekstrȯrs,extrorse
invəlüshən,subinvolution
anärk,anarch
däksäləjē,doxology
tersərȯn,terceron
ənvərbəlīzd,unverbalized
əndərəprēshēātəd,underappreciated
def,deaf
tībrākər,tiebreaker
antīrādēāshən,antiradiation
stēlmākər,steelmaker
rispektivlē,respectively
fəŋkshən,function
krōməsentər,chromocenter
infrinjmənt,infringement
əndərklōthz,underclothes
ədvants,advance
hüməhümənükənükəäpəwää,humuhumunukunukuapuaa
sēkrət,secret
āpēerēən,apiarian
seləbrāt,celebrate
kȯrəgāt,corrugate
kyüprēēn,cupreine
mōtər,motor
əpləstrē,aplustre
sitəmə̇nālēz,scitaminales
thrämbōanjēītəs,thromboangiitis
əbsȯrpshən,absorption
dəb,dub
ilektrōhīdrȯlik,electrohydraulic
antikwətē,antiquity
praŋk,prank
herədōfəmilyəl,heredofamilial
rōmantisətē,romanticity
tilə̇kəm,tilikum
zīgäsətē,zygosity
kärdēōsklərōsəs,cardiosclerosis
prēhēt,preheat
trīdentīn,tridentine
ärkādēən,arcadian
kämpərəblē,comparably
dau̇s,douse
shāv,shave
ənkwīət,unquiet
bretəsā,bretessé
kəmbīn,combine
dəsherə̇t,disherit
ēəlāshən,eolation
rekəmend,recommend
gänīt,gahnite
riŋkōt,rhynchote
rēmanyəfakchər,remanufacture
səbriŋ,subring
kȯrəfēnədē,coryphaenidae
drāl,drail
ənkapchərəbəl,uncapturable
slipər,slipper
thərmōnüklēər,thermonuclear
jazē,jazzy
stagərd,staggard
grātfəl,grateful
ärtikyəlīt,articulite
wāt,wait
məksi,mucksy
ibu̇lyənt,ebullient
swishē,swishy
hə̇liptərəm,helipterum
vej,veg
pliŋk,plink
fyügəlmən,fugleman
trīästēəm,triosteum
silvēə̇d,sylviid
krüsəfər,crucifer
bu̇lfinch,bullfinch
alnəwīt,alnoite
härdshel,hardshell
bu̇shiŋ,bushing
mīkrəsīt,microcyte
fōkəs,focus
lēnər,lienor
sīkələzāshən,cyclization
twentē,twenty
kərə̇s,vicaress
trivēəm,trivium
gärbänzō,garbanzo
mēniŋks,leptomeninx
grōth,growth
kru̇knek,crookneck
dīsə,disa
ōsīrəfə̇kāshən,osirification
vīvat,vivat
snüt,snoot
trepədənt,trepidant
ōvərikstend,overextend
fəg,fug
epədidəməs,epididymis
ashkan,ashcan
imyu̇r,immure
riŋbōlt,ringbolt
intərfāz,interphase
drau̇n,drown
plājēōkīlə,plagiochila
dōt,dote
divərtəmentō,divertimento
mānt,maint
taŋket,tankette
lȯrdlē,lordly
bərəl,burl
gləmeryələs,glomerulus
əndərshät,undershot
insentsətiv,insensitive
bu̇lə,bulla
erglō,airglow
tȯrȯidᵊl,toroidal
disgrəntᵊl,disgruntle
makrōstakēə,macrostachya
nänsəbskrībər,nonsubscriber
mistrəl,mistral
hīn,hyne
dimər,demur
fōtəjenik,photogenic
gəmᵫtliḵ,gemütlich
plütəmānēə,plutomania
stibēn,stibine
inhants,enhance
kyü,cue
fəz,fuzz
serətōsȯrəs,ceratosaurus
simpfəlaŋgəs,symphalangus
dendrəläjik,dendrologic
məlēn,moline
päləmōnēāsēē,polemoniaceae
əpäpənaks,opopanax
əninstrəktəd,uninstructed
magnetik,magnetic
shindig,shindig
gladīt,gladite
dȯgträt,dogtrot
ərn,earn
lampəs,lampas
arən,aaron
ekənämikəl,economical
grasland,grassland
känsēəl,konseal
klenz,cleanse
kȯrnēəs,corneous
ənēvən,uneven
lējist,legist
məlchər,multure
diktātriks,dictatrix
rēəsīn,reassign
insefəlītəjenik,encephalitogenic
lȯmən,lawman
slīp,slipe
ilēizəm,illeism
anjēōmə,angioma
penjül,pendule
fibyələ,fibula
bäkskär,boxcar
intərtrībəl,intertribal
bəbirü,bebeeru
splēnfəl,spleenful
pachbȯrd,patchboard
akərəs,acorus
au̇tthrō,outthrow
rēəklīmətīz,reacclimatize
däkyəmentərist,documentarist
prētərmit,pretermit
ərijərän,erigeron
wȯtərprüf,waterproof
biwēp,beweep
tendənəs,tendinous
flüvēatik,fluviatic
rüb,rube
kərtsē,curtsy
tāsət,tacet
byükrānēəm,bucranium
gäth,goth
sentəd,scented
distil,distill
bīärtikyələt,biarticulate
dentalətē,dentality
ditāld,detailed
nänbāsik,nonbasic
jənänə,jnana
rāt,rate
flibägrəfē,phlebography
nyu̇rəgram,neurogram
mīkrəfōtəgraf,microphotograph
rēstrīk,restrike
fantāl,fantail
tafēə,tafia
dijenrəsē,degeneracy
inteləjənts,intelligence
embrēōkärdēə,embryocardia
känfəskātəbəl,confiscatable
gänəmiər,gonomere
dirīsiv,derisive
dau̇nslīd,downslide
rivälvər,revolver
emyəlāt,emulate
kəlm,culm
kōkədet,cocodette
alpakə,alpaca
sətäŋ,satang
kanənəs,canoness
mezəkrānik,mesocranic
swēpdəm,sweepdom
hetərōsəs,heterosis
fōnō,phono
rēənakt,reenact
abȯrəl,aboral
adhēsivmētər,adhesivemeter
päschəlāt,postulate
vanēyōⁿ,vanillon
spükərē,spookery
lāmish,lamish
frəntwərd,frontward
präfəsē,prophecy
spiləŋkər,spelunker
səpindəs,sapindus
pōstpyübərtᵊl,postpubertal
machətīn,matutine
məltēvȯist,multivoiced
biksən,bixin
streptəmīsēz,streptomyces
kanyəlāt,cannulate
dīəklās,diaclase
yärməth,yarmouth
ektrōmēlēə,ectromelia
fȯrber,forbear
adəmbrāt,adumbrate
strijələs,stridulous
dälərīt,dolerite
pankrēətən,pancreatin
prēmädəfəkāshən,premodification
agənīz,agonize
gərät,garrote
pōzēd,posied
kərə̇t,anchorate
prēgām,pregame
antēbīəs,antibias
hau̇evər,however
ənbrīdᵊl,unbridle
chäməkōkō,chamacoco
ju̇rəsprüdᵊnts,jurisprudence
dādrēm,daydream
gābēən,gabion
dräthär,drahthaar
zərkōnēə,zirconia
bärbərizəm,barbarism
nītrədāshən,nitridation
disrigärd,disregard
wāknər,wakener
brekt,brecht
arəmatik,aromatic
trau̇zər,trouser
fəlantthrəpē,philanthropy
tapsəltērē,tapsalteerie
kau̇ntərblast,counterblast
sōdəlīt,sodalite
əsetik,ascetic
skābēz,scabies
yükäzmədē,eucosmidae
heksəsan,hexosan
eshü,eschew
kwibəl,quibble
fīlōjenəsəs,phylogenesis
lēzhərd,leisured
bōltəl,boltel
īdōnēəs,idoneous
alməjest,almagest
rēājənt,reagent
nänfȯrməl,nonformal
ektōperəsīt,ectoparasite
tamənwär,tamanoir
frwädər,froideur
ȯrkəstrāt,orchestrate
disklīmaks,disclimax
krimzən,crimson
amēantthə̇n,amianthine
dethləs,deathless
skwəmätə,squamata
tanzənēə,tanzania
glad,glad
rēbäp,rebop
melənōsəs,melanosis
ēlän,elon
invetərəsē,inveteracy
jetər,jetter
fȯrwȯrniŋ,forewarning
kēstōn,keystone
rādēōikäləjē,radioecology
libərəlīz,liberalize
gərnē,gurney
au̇tlərn,outlearn
yünəkȯrn,unicorn
tīdē,tidy
shəvlᵫr,chevelure
alətēz,alytes
īänəmər,ionomer
hīndərmōst,hindermost
dīstīl,distyle
bedpan,bedpan
bēchē,beechy
jēänəmə,geonoma
hächä,hotcha
ə̇lēōkärpāsēē,elaeocarpaceae
glasē,glassy
spēshēāshən,speciation
əmbrājəs,umbrageous
helikəl,helical
presrən,pressrun
kefir,kefir
sēkwəstrāt,sequestrate
lōəngrin,lohengrin
ilabərət,elaborate
prēdīəbētēz,prediabetes
äksədās,oxidase
hwərə̇t,wherret
kənztrəkshənizəm,constructionism
īsäkrənəs,isochronous
kerēäləjē,karyology
əstrinj,astringe
sərāshən,serration
gərth,girth
spōrədisətē,sporadicity
ärdər,ardor
ȯrnithədē,heliornithidae
ənfashənəbəl,unfashionable
wərkau̇t,workout
təfət,tuffet
infədelik,infidelic
papē,pappy
əndərgrau̇ndər,undergrounder
ənfēzəbəl,unfeasible
ənathəmə,anathema
nänimplȯimənt,nonemployment
plütēəs,pluteus
semēpərmēəbəl,semipermeable
ənjentᵊl,ungentle
lükyələnt,luculent
drat,drat
prīərəs,prioress
mäləkselə,moluccella
sīkədäfətə,cycadophyta
serēemə,seriema
bīägrəfē,biography
zēllə̇s,zealless
mīkrōdisekshən,microdissection
dōdekəhēdrən,dodecahedron
dātänt,détente
skrap,scrap
shed,shed
tərmənt,pesterment
dag,dag
rēmach,rematch
imprēn,impregn
pikprüf,pickproof
redir,redear
entər,enter
kēmōtaksänəmē,chemotaxonomy
kāpskin,capeskin
dēkəntrōl,decontrol
vərnələzāshən,vernalization
kȯfər,coffer
dīdakt,didact
skəläpəfōər,scolopophore
hərbāshəs,herbaceous
ästämətə̇d,ostomatid
sərkyələn,circulin
frütē,fruity
maksəm,maxim
chentezəmō,centesimo
tīərləs,tireless
spȯrtfishiŋ,sportfishing
nänanətämik,nonanatomic
sēmentishəs,cementitious
perəthīən,parathion
apəpleks,apoplex
kärbəsəs,carbasus
həzbəndrē,husbandry
wēkhärtəd,weakhearted
estəməbəl,estimable
lēnə̇s,likeliness
mastərmīnd,mastermind
disperij,disparage
bakdāt,backdate
fu̇tstep,footstep
kändəminēəm,condominium
kīndnəs,kindness
həlüsənāt,hallucinate
amfəstīlər,amphistylar
fyükōzanthən,fucoxanthin
bäyäzh,bailliage
mə̇tafrəsə̇s,metaphrasis
süpəreləvāshən,superelevation
sparəbəl,sparable
ärmcher,armchair
hāstē,hasty
ämbüshmənt,embouchement
faməlizəm,familism
rēentrē,reentry
äksamə̇d,oxamide
selənīt,selenite
kȯstfəl,costful
jənt,junt
nebyəläsətē,nebulosity
kəpräfəjē,coprophagy
gärdē,gardy
trīfäsfāt,triphosphate
mezōd,mesode
strātōkyümyələs,stratocumulus
grizbə̇t,grisbet
bistər,bestir
trəŋkəs,truncus
präfət,profit
ənwed,unwed
privēnyənt,prevenient
sagər,sagger
jēnēäləjē,genealogy
yünəsən,unison
münsēd,moonseed
fəsēələ,fasciola
krə̇vet,crevette
ransak,ransack
tȯrsəl,torsel
skech,sketch
əndərkət,undercut
lam,lam
hīərliŋ,hireling
səmerēə,samaria
palēəm,pallium
testəmənt,testament
ilektrəgrafik,electrographic
pijənrē,pigeonry
sintthēə,cynthia
karakt,charact
landər,lander
anəsthēzēäləjist,anesthesiologist
baŋkwət,banquet
əmbu̇ndü,umbundu
thēərik,theoric
matəmətä,matamata
trantsplant,transplant
əhimsä,ahimsa
digəmē,digamy
hə̇tirəlīt,hetaerolite
ēkwətȯrēəl,equatorial
sītämətər,cytometer
pōtirēəm,poterium
bōlämətər,bolometer
basətīt,bassetite
intərakshən,interaction
səbkalōsəl,subcallosal
mīkrōmir,micromere
myütās,mutase
advərtᵊntsē,advertency
rēwāk,rewake
kōf,qoph
vampīər,vampire
bȯsē,bossy
kapəlerē,precapillary
jagər,jagger
trämp,tromp
närsisəs,narcissus
dēkärbyərīz,decarburize
wərmsēd,wormseed
ənpīəl,unpile
illäjik,illogic
ikspēdēənt,expedient
stepsən,stepson
zōəkōər,zoochore
äktapədē,octapody
līsᵊnts,license
perez,peres
dīnikthə̇s,dinichthys
intərəvāləbəl,interavailable
rübēəs,rubious
landhōldər,landholder
mȯrs,morse
bakik,bacchic
rätwīlər,rottweiler
arəs,arras
skärp,scarp
rəsətiŋ,russeting
pināt,pinnate
denchər,denture
bȯrd,board
balət,ballat
egzīlər,exiler
kantlə̇t,cantlet
ästenchən,ostension
sərtədē,cyrtidae
lidīt,lyddite
də̇kresənts,decrescence
bəlgerēən,bulgarian
mēlēanthāsēē,melianthaceae
irevrənt,irreverent
manan,mannan
hents,hence
bädēsüt,bodysuit
ärchbishəp,archbishop
ferət,ferret
ānalətē,anality
snōbaŋk,snowbank
list,list
interəgāt,interrogate
kalkaarēəm,calcarium
färmwīf,farmwife
rau̇nd,round
rēəpirənts,reappearance
bər,buhr
ōəlīt,oolite
pantəkrōm,pantochrome
kənfes,confess
märtᵊnməs,martinmas
əndərtrēt,undertreat
əmbret,umbrette
grafəspazəm,graphospasm
erəthrän,erythron
sə̇rebədē,coerebidae
mirəsidēəm,miracidium
gesnirēāsēē,gesneriaceae
vishēə,vicia
adənōkärsənōmə,adenocarcinoma
päplətēəl,popliteal
shin,shin
shāl,shale
antshrīk,antshrike
rə̇züməbəl,resumable
krīōsel,cryosel
gest,guest
əkyüətē,acuity
ōvərkwäləfīd,overqualified
imprāzə,impresa
kəpəl,couple
semēōpāk,semiopaque
ləväsh,lavash
kanəlikyələs,canaliculus
thərmistər,thermistor
